#Factions
#####

#Court Faction
faction_court_title;Court Faction;x
faction_court_desc;The §GCourt Faction§! strives for influence and vassal autonomy.;x
#Glory Faction
faction_glory_title;Glory Faction;x
faction_glory_desc;The §RGlory Faction§! strives for prestige and the spoils of war.;x
#Order Faction
faction_order_title;Order Faction;x
faction_order_desc;The §BOrder Faction§! strives for justice and a stable society.;x
#Prosperity Faction
faction_prosperity_title;Prosperity Faction;x
faction_prosperity_desc;The §YProsperity Faction§! strives for wealth and a healthy economy.;x
#Tradition Faction
faction_tradition_title;Tradition Faction;x
faction_tradition_desc;The §PTradition Faction§! strives for piety and the supremacy of religion.;x

#EVENTS
#####
PlusFaction.1_title;[Root.GetFactionName] Faction Meeting;x
PlusFaction.1_desc;It has been some time since the [Root.GetFactionName] faction got together to discuss the current state of the realm.  I wonder if I should schedule a meeting.;x
PlusFaction.1_1;Send out the invitations.;x
PlusFaction.1_2;I cannot be bothered with this right now.;x
PlusFaction.2_title;[Root.GetFactionName] Faction Meeting;x
PlusFaction.2_desc;My [Root.GetLordLady],\n\nIt has been quite some time since we met up to discuss the realm affairs.  A meeting is to be taken place at [From.Capital.GetName] in seven days.\n\nLooking forward to seeing you there,\n[From.GetTitledFirstName];x
PlusFaction.2_1;Get the carriage ready.;x
PlusFaction.2_2;I have more important things to do.;x
PlusFaction.3_title;Court Faction Meeting.;x
PlusFaction.3_desc;My [Root.GetLordLady],\n\nUnfortunately I will not be able to attend this week's [Root.GetFactionName] meeting due to unforseen circumstances.\n\nSincerely,\n[From.GetTitledFirstName];x
PlusFaction.3_1;"Unforseen" circumstances uh?;x
PlusFaction.4_title;[Root.GetFactionName] Faction Meeting;x
PlusFaction.4_desc;The members have arrived and it is time for me to propose my agenda.;x
PlusFaction.4_1;I will focus on myself...;x
PlusFaction.4_2;I will focus on the faction...;x
PlusFaction.4_3;I will focus on my liege...;x
PlusFaction.4_4;I will focus on the realm...;x
PlusFaction.5_title;Myself;x
PlusFaction.5_desc;There is only one logical reason to conduct these meetings...to benefit myself.;x
PlusFaction.5_1;I will ask for membership dues.;x
PlusFaction.5_2;I will ask for advice.;x
PlusFaction.5_3;I will ask for an artifact.;x
