#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

################################
#
#	Plus custom ambitions
#
################################
obj_adopt_a_lifestyle_desc;[This.GetTitledFirstName] wants an exciting hobby to pursue.;;;;;;;;;;;;;x
obj_adopt_a_lifestyle_title;Adopt a Lifestyle;;;;;;;;;;;;;x

obj_amass_wealth_2_desc;[This.GetTitledFirstName] wants to amass a substantial amount of wealth;;;;;;;;;;;;;x
obj_amass_wealth_2_title;Amass Wealth;;;;;;;;;;;;;x

obj_amass_wealth_3_desc;[This.GetTitledFirstName] wants to amass a substantial amount of wealth;;;;;;;;;;;;;x
obj_amass_wealth_3_title;Amass Wealth;;;;;;;;;;;;;x

obj_amass_wealth_4_desc;[This.GetTitledFirstName] wants to amass a substantial amount of wealth;;;;;;;;;;;;;x
obj_amass_wealth_4_title;Amass Wealth;;;;;;;;;;;;;x

obj_be_legitimized_desc;[This.GetTitledFirstName] wants to have [This.GetHerHis] father to recognize [This.GetHerHis] legitimacy, and thus grant [This.GetHerHim] a proper inheritance.;;;;;;;;;;;;;x
obj_be_legitimized_title;Be Legitimized;;;;;;;;;;;;;x

obj_become_exalted_2_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;;;;;;;;;;;;;x
obj_become_exalted_2_title;Become Exalted among Men;;;;;;;;;;;;;x

obj_become_exalted_3_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;;;;;;;;;;;;;x
obj_become_exalted_3_title;Become Exalted among Men;;;;;;;;;;;;;x

obj_become_exalted_4_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;;;;;;;;;;;;;x
obj_become_exalted_4_title;Become Exalted among Men;;;;;;;;;;;;;x

obj_become_independent_desc;[This.GetTitledFirstName] desires independence from [This.GetHerHis] tyrannical liege.;;;;;;;;;;;;;x
obj_become_independent_title;Become Independent;;;;;;;;;;;;;x

obj_become_duke_desc;[This.GetTitledFirstName] is not satisfied with being a mere Count.;;;;;;;;;;;;;x
obj_become_duke_title;Gain a Duchy;;;;;;;;;;;;;x

obj_become_multiduke_desc;[This.GetTitledFirstName] seeks to become a powerful Grand Duke with a second ducal title;;;;;;;;;;;;;x
obj_become_multiduke_title;Become a Grand Duke;;;;;;;;;;;;;x

obj_become_emperor_desc;[This.GetTitledFirstName] aspires to the lofty heights of an Emperorship.;;;;;;;;;;;;;x
obj_become_emperor_title;Become Emperor;;;;;;;;;;;;;x

obj_befriend_liege_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.Liege.GetTitledFirstName].;;;;;;;;;;;;;x
obj_befriend_liege_title;Befriend [This.Liege.GetTitledFirstName];;;;;;;;;;;;;x

obj_befriend_top_liege_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.TopLiege.GetTitledFirstName].;;;;;;;;;;;;;x
obj_befriend_top_liege_title;Befriend [This.TopLiege.GetTitledFirstName];;;;;;;;;;;;;x

obj_befriend_relhead_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.RelHead.GetTitledFirstName].;;;;;;;;;;;;;x
obj_befriend_relhead_title;Befriend [This.RelHead.GetTitledFirstName];;;;;;;;;;;;;x

obj_break_out_of_prison_desc;[This.GetTitledFirstName] wants [This.GetHerHis] freedom back.;;;;;;;;;;;;;x
obj_break_out_of_prison_title;Get Out of Prison;;;;;;;;;;;;;x
